name,id,productCode,subcategory,osp,mrp,ratings,size,color,vendor,brand,model,metadata,time
"Lifelong Bold MTB 26T Mountain Bikes, Disc Brake 21 Speed Gear Cycles, Frame Size: 18 inches| Free Installation Assistance, Ideal for Adults 14+ Years (LLBC2694, Black)",B0BPHNZZL5,B0BPHNZZL5_-2728333124508997523_1684397190105365300_27,cycle,"8,799","₹27,999",4.4 out of 5 stars,,,amazon,Lifelong,LLBC2694,"{'Bike Type': 'Road Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Lifelong', 'Number of Speeds': '21', 'Colour': 'Black', 'Wheel Size': '18 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Rigid', 'Special Feature': 'Lightweight', 'Included Components': '1 N 85% Assembled cycle; 1 N manual; 1 N tool kit; 1N warranty card', 'Size': 'Standard', 'Brake Style': 'Linear Pull', 'Item Weight': '16 kg', 'Style': '26 Inches MicroSHIFT Gear', 'Model Name': 'BOLD 26T', 'Department': 'Unisex-Adult', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Country of Origin': 'India', 'Item model number': 'LLBC2694', 'ASIN': 'B0BPHNZZL5', 'Packer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Item Dimensions LxWxH': '136 x 20 x 67.5 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'MTB Bike'}",1684397190105365300
"Lifelong Bold MTB 26T Mountain Bikes, Disc Brake 21 Speed Gear Cycles, Frame Size: 18 inches| Free Installation Assistance, Ideal for Adults 14+ Years (LLBC2694, Black)",B0BPHNZZL5,B0BPHNZZL5_-2728333124508997523_1684397190105365300_28,cycle,"8,799","₹27,999",4.4 out of 5 stars,,,amazon,Lifelong,LLBC2694,"{'Bike Type': 'Road Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Lifelong', 'Number of Speeds': '21', 'Colour': 'Black', 'Wheel Size': '18 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Rigid', 'Special Feature': 'Lightweight', 'Included Components': '1 N 85% Assembled cycle; 1 N manual; 1 N tool kit; 1N warranty card', 'Size': 'Standard', 'Brake Style': 'Linear Pull', 'Item Weight': '16 kg', 'Style': '26 Inches MicroSHIFT Gear', 'Model Name': 'BOLD 26T', 'Department': 'Unisex-Adult', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Country of Origin': 'India', 'Item model number': 'LLBC2694', 'ASIN': 'B0BPHNZZL5', 'Packer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Item Dimensions LxWxH': '136 x 20 x 67.5 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'MTB Bike'}",1684397190105365300
"Lifelong Bold MTB 26T Mountain Bikes, Disc Brake 21 Speed Gear Cycles, Frame Size: 18 inches| Free Installation Assistance, Ideal for Adults 14+ Years (LLBC2694, Black)",B0BPHNZZL5,B0BPHNZZL5_-2728333124508997523_1684397190105365300_29,cycle,"8,799","₹27,999",4.4 out of 5 stars,,,amazon,Lifelong,LLBC2694,"{'Bike Type': 'Road Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Lifelong', 'Number of Speeds': '21', 'Colour': 'Black', 'Wheel Size': '18 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Rigid', 'Special Feature': 'Lightweight', 'Included Components': '1 N 85% Assembled cycle; 1 N manual; 1 N tool kit; 1N warranty card', 'Size': 'Standard', 'Brake Style': 'Linear Pull', 'Item Weight': '16 kg', 'Style': '26 Inches MicroSHIFT Gear', 'Model Name': 'BOLD 26T', 'Department': 'Unisex-Adult', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Country of Origin': 'India', 'Item model number': 'LLBC2694', 'ASIN': 'B0BPHNZZL5', 'Packer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Item Dimensions LxWxH': '136 x 20 x 67.5 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'MTB Bike'}",1684397190105365300
Hero Sprint Riot 26T MTB Geared Cycle| 21 Speed Shimano Gears with Dual Disc | Front-Suspension | Multi-Speed | Ideal Age 12+ Years for Men and Women | Unisex,B0BRPV1VX1,B0BRPV1VX1_-2728333124508997523_1684397190105365300_30,cycle,"16,999","₹18,000",3.3 out of 5 stars,26T Hero Riot,Navy Blue,amazon,Hero,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Hero', 'Number of Speeds': '21', 'Colour': 'Navy Blue', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight, Adjustable Seat', 'Included Components': 'Tool Kit', 'Size': '26T Hero Riot', 'Brake type': 'Disc', 'Item Weight': '14 kg 200 g', 'Style': 'MTB', 'Model Name': 'Hero Sprint Riot', 'Wheel Material': 'Double Wall Alloy Rim', 'Frame material': 'Alloy Steel', 'Material Type': 'Steel', 'Features': 'Lightweight, Adjustable Seat', 'Manufacturer': 'Hero Cycles Limited, Hero, HERO CYCLES LIMITED, G.T Road, Hero Nagar, Ludhiana, Punjab - 141003. Toll Free Helpline No : 1800-208-4376. E-Mail: sales@herocycles.com', 'Country of Origin': 'India', 'ASIN': 'B0BRPV1VX1', 'Date First Available': '5 January 2023', 'Packer': 'Hero Cycles Limited', 'Importer': 'Hero Cycles Limited', 'Item Dimensions LxWxH': '160 x 66 x 100 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Hero Sprint Riot 26T MTB geared cycle| 21 Speed Shimano gears with Dual Disc | Front-suspension | Multi-Speed |Navy Blue | Ideal age 12+ years for Men and Women'}",1684397190105365300
Hero Sprint Riot 26T MTB Geared Cycle| 21 Speed Shimano Gears with Dual Disc | Front-Suspension | Multi-Speed | Ideal Age 12+ Years for Men and Women | Unisex,B0BRPVXX5N,B0BRPVXX5N_-2728333124508997523_1684397190105365300_31,cycle,0,0,3.3 out of 5 stars,26T Hero Riot,Matte Grey,amazon,Hero,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Hero', 'Number of Speeds': '21', 'Colour': 'Matte Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight, Adjustable Seat', 'Included Components': 'Tool Kit', 'Size': '26T Hero Riot', 'Brake type': 'Disc', 'Item Weight': '14 kg 200 g', 'Style': 'MTB', 'Model Name': 'Hero Sprint Riot', 'Wheel Material': 'Double Wall Alloy Rim', 'Frame material': 'Alloy Steel', 'Material Type': 'Steel', 'Features': 'Lightweight, Adjustable Seat', 'Manufacturer': 'Hero Cycles Limited, Hero, HERO CYCLES LIMITED, G.T Road, Hero Nagar, Ludhiana, Punjab - 141003. Toll Free Helpline No : 1800-208-4376. E-Mail: sales@herocycles.com', 'ASIN': 'B0BRPVXX5N', 'Date First Available': '5 January 2023', 'Packer': 'Hero Cycles Limited', 'Importer': 'Hero Cycles Limited', 'Item Dimensions LxWxH': '160 x 66 x 100 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Hero Sprint Riot 26T MTB geared cycle| 21 Speed Shimano gears with Dual Disc | Front-suspension | Multi-Speed | Dark Grey | Ideal age 12+ years for Men and Women'}",1684397190105365300
Hero Sprint Riot 26T MTB Geared Cycle| 21 Speed Shimano Gears with Dual Disc | Front-Suspension | Multi-Speed | Ideal Age 12+ Years for Men and Women | Unisex,B0BRPVXX5N,B0BRPVXX5N_-2728333124508997523_1684397190105365300_32,cycle,0,0,3.3 out of 5 stars,26T Hero Riot,Matte Grey,amazon,Hero,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Hero', 'Number of Speeds': '21', 'Colour': 'Matte Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight, Adjustable Seat', 'Included Components': 'Tool Kit', 'Size': '26T Hero Riot', 'Brake type': 'Disc', 'Item Weight': '14 kg 200 g', 'Style': 'MTB', 'Model Name': 'Hero Sprint Riot', 'Wheel Material': 'Double Wall Alloy Rim', 'Frame material': 'Alloy Steel', 'Material Type': 'Steel', 'Features': 'Lightweight, Adjustable Seat', 'Manufacturer': 'Hero Cycles Limited, Hero, HERO CYCLES LIMITED, G.T Road, Hero Nagar, Ludhiana, Punjab - 141003. Toll Free Helpline No : 1800-208-4376. E-Mail: sales@herocycles.com', 'ASIN': 'B0BRPVXX5N', 'Date First Available': '5 January 2023', 'Packer': 'Hero Cycles Limited', 'Importer': 'Hero Cycles Limited', 'Item Dimensions LxWxH': '160 x 66 x 100 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Hero Sprint Riot 26T MTB geared cycle| 21 Speed Shimano gears with Dual Disc | Front-suspension | Multi-Speed | Dark Grey | Ideal age 12+ years for Men and Women'}",1684397190105365300
Hero Sprint Riot 26T MTB Geared Cycle| 21 Speed Shimano Gears with Dual Disc | Front-Suspension | Multi-Speed | Ideal Age 12+ Years for Men and Women | Unisex,B0BRPVXX5N,B0BRPVXX5N_-2728333124508997523_1684397190105365300_33,cycle,0,0,3.3 out of 5 stars,26T Hero Riot,Matte Grey,amazon,Hero,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Hero', 'Number of Speeds': '21', 'Colour': 'Matte Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight, Adjustable Seat', 'Included Components': 'Tool Kit', 'Size': '26T Hero Riot', 'Brake type': 'Disc', 'Item Weight': '14 kg 200 g', 'Style': 'MTB', 'Model Name': 'Hero Sprint Riot', 'Wheel Material': 'Double Wall Alloy Rim', 'Frame material': 'Alloy Steel', 'Material Type': 'Steel', 'Features': 'Lightweight, Adjustable Seat', 'Manufacturer': 'Hero Cycles Limited, Hero, HERO CYCLES LIMITED, G.T Road, Hero Nagar, Ludhiana, Punjab - 141003. Toll Free Helpline No : 1800-208-4376. E-Mail: sales@herocycles.com', 'ASIN': 'B0BRPVXX5N', 'Date First Available': '5 January 2023', 'Packer': 'Hero Cycles Limited', 'Importer': 'Hero Cycles Limited', 'Item Dimensions LxWxH': '160 x 66 x 100 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Hero Sprint Riot 26T MTB geared cycle| 21 Speed Shimano gears with Dual Disc | Front-suspension | Multi-Speed | Dark Grey | Ideal age 12+ years for Men and Women'}",1684397190105365300
Hero Sprint Riot 26T Single Speed Mountain Cycle | Front-Suspension | Dual Disk | Ideal Age 12+ Years for Men and Women | Unisex,B0BRPW5HDF,B0BRPW5HDF_-2728333124508997523_1684397190105365300_34,cycle,0,0,3.3 out of 5 stars,,,amazon,Hero,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Hero', 'Number of Speeds': '1', 'Colour': 'Matte Charcoal Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight, Adjustable Seat', 'Included Components': 'Tool Kit', 'Size': 'M', 'Brake type': 'Disc', 'Item Weight': '14 kg 200 g', 'Style': 'MTB', 'Model Name': 'Hero Sprint Riot', 'Wheel Material': 'Double Wall Alloy Rim', 'Frame material': 'Alloy Steel', 'Material Type': 'Steel', 'Features': 'Lightweight, Adjustable Seat', 'Manufacturer': 'Hero Cycles Limited, Hero, HERO CYCLES LIMITED, G.T Road, Hero Nagar, Ludhiana, Punjab - 141003. Toll Free Helpline No : 1800-208-4376. E-Mail: sales@herocycles.com', 'ASIN': 'B0BRPW5HDF', 'Date First Available': '5 January 2023', 'Packer': 'Hero Cycles Limited', 'Importer': 'Hero Cycles Limited', 'Item Dimensions LxWxH': '160 x 66 x 100 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Hero Sprint Riot 26T Single Speed Mountain cycle | Front-suspension | Matte Grey | Ideal age 12+ years for Men and Women'}",1684397190105365300
Hero Sprint Riot 26T Single Speed Mountain Cycle | Front-Suspension | Dual Disk | Ideal Age 12+ Years for Men and Women | Unisex,B0BRPW5HDF,B0BRPW5HDF_-2728333124508997523_1684397190105365300_35,cycle,0,0,3.3 out of 5 stars,,,amazon,Hero,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Hero', 'Number of Speeds': '1', 'Colour': 'Matte Charcoal Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight, Adjustable Seat', 'Included Components': 'Tool Kit', 'Size': 'M', 'Brake type': 'Disc', 'Item Weight': '14 kg 200 g', 'Style': 'MTB', 'Model Name': 'Hero Sprint Riot', 'Wheel Material': 'Double Wall Alloy Rim', 'Frame material': 'Alloy Steel', 'Material Type': 'Steel', 'Features': 'Lightweight, Adjustable Seat', 'Manufacturer': 'Hero Cycles Limited, Hero, HERO CYCLES LIMITED, G.T Road, Hero Nagar, Ludhiana, Punjab - 141003. Toll Free Helpline No : 1800-208-4376. E-Mail: sales@herocycles.com', 'ASIN': 'B0BRPW5HDF', 'Date First Available': '5 January 2023', 'Packer': 'Hero Cycles Limited', 'Importer': 'Hero Cycles Limited', 'Item Dimensions LxWxH': '160 x 66 x 100 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Hero Sprint Riot 26T Single Speed Mountain cycle | Front-suspension | Matte Grey | Ideal age 12+ years for Men and Women'}",1684397190105365300
"Leader TORFIN MTB 26T Mountain Bicycle/Bike Without Gear Single Speed with Front Suspension and Dual Disc Brake for Men - Ideal for 10+ Years (Frame: 18 Inches) (26T, Grey)",B0BYSCSTL7,B0BYSCSTL7_-2728333124508997523_1684397190105365300_36,cycle,"6,999","₹10,725",4.1 out of 5 stars,26T,GREY,amazon,Leader,,"{'Bike Type': 'Mountain Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Leader', 'Number of Speeds': '1', 'Colour': 'GREY', 'Wheel Size': '18 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Front', 'Special Feature': 'Lightweight', 'Included Components': 'Front Reflectors/Rear Reflectors | Water Bottle, Allen Key, Spanner and Instruction Manual | Stand', 'Size': '26T', 'Brake Style': 'Dual Disc Brake', 'Item Weight': '14 kg 200 g', 'Style': 'MTB', 'Model Name': 'Leader TORFIN MTB 26T Mountain Bicycle/Bike without Gear Single Speed with Front Suspension and Dual Disc Brake for Men - Ideal for 10+ Years (Frame: 18 Inches)', 'Wheel Material': 'Steel Wheel', 'Model Year': '2019', 'Assembly Required': 'Yes', 'Department': 'Ladies, womens, Girls', 'Manufacturer': 'Jindal Fine Industries, Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014', 'Country of Origin': 'India', 'ASIN': 'B0BYSCSTL7', 'Packer': 'Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014', 'Importer': 'Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014', 'Item Dimensions LxWxH': '137.1 x 24.1 x 73.6 Centimeters', 'Net Quantity': '1.00 Piece', 'Generic Name': 'Cycling'}",1684397190105365300
